13,Myctophiformes,Myctophidae,Notoscopelus,SUBSPECIES,Notoscopelus elongatus kroyeri,4286706
4,Myctophiformes,Myctophidae,Notoscopelus,SPECIES,Notoscopelus resplendens,2406106
2,Myctophiformes,Myctophidae,Symbolophorus,SPECIES,Symbolophorus veranyi,2406157
9,Myctophiformes,,,ORDER,Myctophiformes,1306
1087,Myxiniformes,Myxinidae,Myxine,SPECIES,Myxine glutinosa,2498670
8,Myxiniformes,Myxinidae,Myxine,SPECIES,Myxine limosa,2498683
7,Notacanthiformes,Halosauridae,Aldrovandia,SPECIES,Aldrovandia affinis,5213262
19,Notacanthiformes,Halosauridae,Aldrovandia,SPECIES,Aldrovandia phalacra,5213264
23,Notacanthiformes,Halosauridae,Halosauropsis,SPECIES,Halosauropsis macrochir,2405479
3,Notacanthiformes,Notacanthidae,Polyacanthonotus,SPECIES,Polyacanthonotus rissoanus,2405510
8,Ophidiiformes,Ophidiidae,Dicrolene,SPECIES,Dicrolene introniger,2346047
4,Ophidiiformes,Ophidiidae,,FAMILY,Ophidiidae,8476
324,Ophidiiformes,Ophidiidae,Lepophidium,SPECIES,Lepophidium profundorum,2345611
14,Ophidiiformes,Ophidiidae,Ophidion,SPECIES,Ophidion marginatum,5203038
34,Ophidiiformes,,,ORDER,Ophidioidei,1308
66,Osmeriformes,Alepocephalidae,Alepocephalus,SPECIES,Alepocephalus agassizii,5214412
2,Osmeriformes,Alepocephalidae,Bajacalifornia,SPECIES,Bajacalifornia megalops,2410715
8,Osmeriformes,Alepocephalidae,Rouleina,SPECIES,Rouleina attrita,5214370
4716,Osmeriformes,Argentinidae,Argentina,SPECIES,Argentina silus,5214450
5,Osmeriformes,Argentinidae,,FAMILY,Argentinidae,4222
20,Osmeriformes,Bathylagidae,Bathylagus,SPECIES,Bathylagus euryops,2410971
52,Osmeriformes,Osmeridae,Mallotus,SPECIES,Mallotus villosus,5214420
54,Osmeriformes,Osmeridae,Osmerus,SPECIES,Osmerus mordax,4283983
5,Osmeriformes,Platytroctidae,Holtbyrnia,SPECIES,Holtbyrnia anomala,2411120
2,Perciformes,Acanthuridae,Acanthurus,SPECIES,Acanthurus chirurgus,5209174
32,Perciformes,Acropomatidae,Synagrops,SPECIES,Synagrops bella,2381532
32,Perciformes,Ammodytidae,Ammodytes,SPECIES,Ammodytes americanus,2389998
2063,Perciformes,Ammodytidae,Ammodytes,SPECIES,Ammodytes dubius,2389990
76,Perciformes,Ammodytidae,Ammodytes,GENUS,Ammodytes,2389989
2,Perciformes,Anarhichadidae,Anarhichas,SPECIES,Anarhichas denticulatus,2392210
3007,Perciformes,Anarhichadidae,Anarhichas,SPECIES,Anarhichas lupus,8006460
2,Perciformes,Anarhichadidae,Anarhichas,SPECIES,Anarhichas minor,2392194
1,Perciformes,Apogonidae,Apogon,SPECIES,Apogon pseudomaculatus,5211723
4,Perciformes,Ariommatidae,Ariomma,SPECIES,Ariomma bondi,2399410
1,Perciformes,Ariommatidae,Ariomma,SPECIES,Ariomma regulus,2399405
18,Perciformes,Blenniidae,Chasmodes,SPECIES,Chasmodes bosquianus,5211360
1,Perciformes,Blenniidae,Hypleurochilus,SPECIES,Hypleurochilus geminatus,2395703
42,Perciformes,Blenniidae,Hypsoblennius,SPECIES,Hypsoblennius hentz,2395566
1,Perciformes,Blenniidae,Hypsoblennius,SPECIES,Hypsoblennius ionthas,2395564
5,Perciformes,Callionymidae,Callionymus,GENUS,Callionymus,2333601
8,Perciformes,Callionymidae,,FAMILY,Callionymidae,8511
20,Perciformes,Callionymidae,Foetorepus,SPECIES,Foetorepus agassizi,2386564
1,Perciformes,Callionymidae,Foetorepus,SPECIES,Synchiropus agassizii,2386569
16,Perciformes,Caproidae,Antigonia,SPECIES,Antigonia capros,2389693
5,Perciformes,Carangidae,Alectis,SPECIES,Alectis ciliaris,2390537
3,Perciformes,Carangidae,Carangoides,SPECIES,Caranx bartholomaei,2390959
19,Perciformes,Carangidae,Caranx,SPECIES,Caranx crysos,2390762
27,Perciformes,Carangidae,Caranx,SPECIES,Caranx hippos,2390778
3,Perciformes,Carangidae,Decapterus,SPECIES,Decapterus macarellus,2391064
6,Perciformes,Carangidae,Decapterus,SPECIES,Decapterus punctatus,2391041
1,Perciformes,Carangidae,Naucrates,SPECIES,Naucrates ductor,2391379
10,Perciformes,Carangidae,Selar,SPECIES,Selar crumenophthalmus,2391007
35,Perciformes,Carangidae,Selene,SPECIES,Selene setapinnis,2390733
6,Perciformes,Carangidae,Selene,SPECIES,Vomer setapinnis,2390735
17,Perciformes,Carangidae,Selene,SPECIES,Selene vomer,2390711
